Transaction Name,Organization Url,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industries,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,CB Rank (Funding Round),component--field-formatter href 3,,link-accent 5,link-accent 7
Venture Round - DUPLAYS,https://www.crunchbase.com/organization/duplays,DUPLAYS,Venture - Series Unknown,�,25-May-10,�,�,Yes,DUPLAYS builds sport communities.,Fitness,�,�,Seed,2,,1,"343,895",http://duplays.com/,Dubai,Dubai,
Pre Seed Round - Modista Box,https://www.crunchbase.com/organization/modistabox,Modista Box,Pre-Seed,�,15-Sep-19,Seed,�,Yes,A social shopping appliction,Artificial Intelligence,Less than $1M,�,Seed,2,,�,"347,235",https://www.modista.co/,Dubai,Dubai,
Series A - Insta Health,https://www.crunchbase.com/organization/insta-health,Insta Health,Series A,"$1,308,756 ",1-Apr-09,Early Stage Venture,�,Yes,Instaheath is a technology company that provides cloud-based hospital information management solutions.,Health Care,�,"$1,308,756 ",M&A,2,Athera Venture Partners,1,"347,831",https://www.instahms.com/,Dubai,Dubai,
Seed Round - Postagain,https://www.crunchbase.com/organization/postagain,Postagain,Seed,"$600,000 ",1-Nov-12,Seed,�,Yes,"The future of social TV is now, join PostAgain for free, create online channel, search, chat, Air, stay on Air & view album 360 degree",Internet,$1M to $10M,"$600,000 ",Seed,1,,�,"361,354",http://www.postagain.com/,Dubai,Dubai,
Series A - JadoPado,https://www.crunchbase.com/organization/jadopado,JadoPado,Series A,"$4,000,000 ",2-Nov-15,Early Stage Venture,�,Yes,JadoPado is a marketplace where people around the world come together to buy and sell great stuff!,E-Commerce,$1M to $10M,"$8,000,000 ",M&A,2,,2,"361,546",https://jadopado.com/,Dubai,Dubai,
Venture Round - Flare Network,https://www.crunchbase.com/organization/flare-networks-417a,Flare Network,Venture - Series Unknown,"$11,300,000 ",8-Jun-21,�,�,Yes,Flare is a powerful new layer 1 blockchain built for secure decentralized connectivity with other chains and real world data sources.,Blockchain,�,"$11,300,000 ",Seed,3,Kinetic Capital,16,"363,241",https://flare.xyz/,Dubai,Dubai,
Corporate Round - Transcorp International,https://www.crunchbase.com/organization/transcorp-international-635e,Transcorp International,Corporate Round,�,27-Nov-18,�,�,Yes,Transcorp is a leading provider of Distribution Solutions across the UAE.,Information Technology,�,�,�,1,,�,"366,740",http://www.transcorp-intl.com/,Dubai,Dubai,
Seed Round - Galactech Studio,https://www.crunchbase.com/organization/galactech-studio,Galactech Studio,Seed,"$500,000 ",16-Jan-21,Seed,�,Yes,Galactech is a gaming startup building gaming Super App for users allowing them to access multiple gaming services at the same time.,eSports,�,"$700,000 ",Seed,2,Oqal,3,"366,812",https://www.galactechstudio.com/,Dubai,Dubai,
Seed Round - Pole Position,https://www.crunchbase.com/organization/pole-position,Pole Position,Seed,"$50,000 ",20-Jun-21,Seed,"$2,000,000 ",Yes,"Pole Position is the Middle East's foremost motorsports consultants for IP representation, events and motorsports development.",Consulting,�,"$252,000 ",Early Stage Venture,2,,�,"367,065",https://www.p-1.me/,Dubai,Dubai,
Angel Round - Clearly,https://www.crunchbase.com/organization/clearly,Clearly,Angel,"$1,700,000 ",1-Jun-16,Seed,�,Yes,Clearly is a digital bank in the Middle East.,Banking,Less than $1M,"$4,700,000 ",Seed,2,,�,"368,887",http://bankclearly.co/,Dubai,Dubai,
Seed Round - Money Protects,https://www.crunchbase.com/organization/money-protects,Money Protects,Seed,"$1,200,000 ",5-Mar-21,Seed,"$250,000 ",Yes,Financial Services - FinTech,Finance,�,"$1,200,000 ",Seed,1,,�,"369,561",https://moneyprotects.com/,Dubai,Dubai,
Post-IPO Equity - Gulf Navigation Holding,https://www.crunchbase.com/organization/gulf-navigation-holding,Gulf Navigation Holding,Post-IPO Equity,�,11-Dec-18,�,�,Yes,Gulf Navigation Holding is a shipping company involved in marine transportation of commodities and chartering vessels.,Marine Transportation,�,�,IPO,1,"Goldilocks Investment Co., Ltd.",1,"374,211",https://www.gulfnav.com/,Dubai,Dubai,
Seed Round - Fliptango,https://www.crunchbase.com/organization/fliptango,Fliptango,Seed,"$250,000 ",1-Apr-16,Seed,�,Yes,Fliptango is a community market place platform that connects the user with the community who share similar lifestyle choices.,Information Services,�,"$1,000,000 ",Seed,3,,�,"374,213",https://www.fliptango.com/,Dubai,Dubai,
Debt Financing - Zeeyarah,https://www.crunchbase.com/organization/zeeyarah-com,Zeeyarah,Debt Financing,"$1,500,000 ",31-Jan-18,�,�,No,Zeeyarah is the first  OTA $  B2B reseller with IATA NDC level 3 Certification,Adventure Travel,�,"$5,000,000 ",Late Stage Venture,3,,�,"374,390",https://www.zeeyarah.ae/,Dubai,Dubai,
Angel Round - Clearly,https://www.crunchbase.com/organization/clearly,Clearly,Angel,"$3,000,000 ",1-Jan-16,Seed,�,Yes,Clearly is a digital bank in the Middle East.,Banking,Less than $1M,"$4,700,000 ",Seed,2,,�,"377,218",http://bankclearly.co/,Dubai,Dubai,
Series A - Enhance Ventures,https://www.crunchbase.com/organization/enhance,Enhance Ventures,Series A,�,1-Sep-18,Early Stage Venture,�,Yes,"Enhance is a venture builder that develops web and mobile-enabled businesses for the Middle East, North Africa, Pakistan and Turkey.",Internet,$1M to $10M,"$1,500,000 ",Early Stage Venture,2,,2,"377,631",http://www.enhance.online/,Dubai,Dubai,
Private Equity Round - Cedar White Bradley,https://www.crunchbase.com/organization/cedar-white-bradley,Cedar White Bradley,Private Equity,�,19-Oct-20,Private Equity,�,Yes,Cedar White Bradley is a regional legal services consultancy that provides intellectual property services in the MENA region.,,�,�,M&A,1,,�,"377,942",http://www.cwblegal.com/,Dubai,Dubai,
Seed Round - Immensa,https://www.crunchbase.com/organization/immensa,Immensa,Seed,"$2,500,000 ",28-Dec-18,Seed,"$8,500,000 ",Yes,Immensa leverages additive manufacturing to provide spare parts on demand.,3D Printing,�,"$11,500,000 ",Early Stage Venture,3,,�,"379,846",https://www.immensalabs.com/,Dubai,Dubai,
Seed Round - Rufoof,https://www.crunchbase.com/organization/yaqut,Rufoof,Seed,�,1-Nov-14,Seed,�,Yes,Information Technology & Services,Audiobooks,�,�,Seed,1,,1,"379,872",https://rufoof.com/site/index,Dubai,Dubai,
Corporate Round - Pipeline,https://www.crunchbase.com/organization/pipeline-f8f4,Pipeline,Corporate Round,�,21-Jun-20,�,�,Yes,"Pipeline provides a range of lead generation services for SME�s, designed to help drive sustainable revenues.",Lead Generation,�,�,�,1,Nexa Digital,1,"380,134",https://www.pipelinebdsolutions.com/,Dubai,Dubai,
Private Equity Round - Souqalmal,https://www.crunchbase.com/organization/souqalmal,Souqalmal,Private Equity,�,1-May-17,Private Equity,�,Yes,"Souqalmal is the leading financial comparison site in the Middle East with operations in Saudi Arabia, Bahrain and the UAE.",Banking,$1M to $10M,"$11,500,000 ",M&A,7,,�,"383,721",http://www.souqalmal.com/,Dubai,Dubai,
Seed Round - Secure Supplies,https://www.crunchbase.com/organization/secure-supplies-group-fueling-health-communities,Secure Supplies,Seed,"$5,000,000 ",10-Jan-16,Seed,�,Yes,"Secure Supply Group Fuels Healthy Communities by Providing Power to Gas, Energy Storage, Grid Security ,Critical Gas & Gas Fueling Solutions",Energy,�,"$5,000,000 ",Seed,1,,�,"384,872",http://www.securesupplyusa.biz/,Abu Dabi,Abu Dhabi,
Venture Round - RNZ International,https://www.crunchbase.com/organization/rnz-international,RNZ International,Venture - Series Unknown,�,9-Apr-20,�,�,Yes,RNZ International producing customized agri solutions for farming.,Agriculture,�,�,�,1,Abu Dhabi Investment Office (ADIO),1,"385,364",http://www.rnz-group.com/,Dubai,Dubai,
Non Equity Assistance - Sarwa,https://www.crunchbase.com/organization/sarwa-co,Sarwa,Non-equity Assistance,�,1-Nov-18,�,�,No,Sarwa is an online platform that makes investing in global markets simple and affordable for investors in the Middle East.,FinTech,�,"$24,900,000 ",Early Stage Venture,6,,1,"387,947",http://www.sarwa.co/,Dubai,Dubai,
Non Equity Assistance - AR Engineering,https://www.crunchbase.com/organization/ar-engineering,AR Engineering,Non-equity Assistance,�,6-Apr-20,�,�,No,AR Engineering provides a mobile platform for engineering students to view and interact with 3D models using Augmented Reality.,E-Learning,�,�,�,1,,1,"388,155",https://arengineering.tech/,Sharjah,Sharjah,
Seed Round - Entablet,https://www.crunchbase.com/organization/entablet,Entablet,Seed,"$250,000 ",4-Aug-13,Seed,�,Yes,"Entablet, a startup specialized in tablet and mobile solutions and services.",Computer,Less than $1M,"$850,000 ",Seed,4,,1,"388,374",http://www.entablet.com/,Dubai,Dubai,
Series B - NewBridge Pharmaceuticals,https://www.crunchbase.com/organization/newbridge-pharmaceuticals,NewBridge Pharmaceuticals,Series B,"$12,000,000 ",20-Sep-10,Early Stage Venture,�,Yes,Newbridge Pharmaceuticals is a pharmaceutical and medical device company engaged in developing oncology and supportive care products.,Biotechnology,�,"$60,000,000 ",Late Stage Venture,2,Kuwait Life Sciences Company,2,"388,938",http://www.nbpharma.com/,Dubai,Dubai,
Seed Round - Clip the Deal,https://www.crunchbase.com/organization/clip-the-deal,Clip the Deal,Seed,"$500,000 ",11-Dec-17,Seed,�,Yes,"Mobile App for Grocery Deals, Targeted Sampling, Product Ratings & Reviews",Apps,�,"$1,500,000 ",Early Stage Venture,3,NB Ventures,2,"389,036",https://www.clipthedeal.com/,Dubai,Dubai,
Pre Seed Round - bgX,https://www.crunchbase.com/organization/bgx-e865,bgX,Pre-Seed,"$730,000 ",30-May-17,Seed,�,Yes,SaaS/marketplace/mobility app powering on-demand beauty services,Beauty,�,"$2,980,000 ",Seed,2,Polymath Ventures,1,"390,856",https://ent.bgxme.com/,Dubai,Dubai,
Series B - Aqeed Technology,https://www.crunchbase.com/organization/aqeed-technology,Aqeed Technology,Series B,"$18,000,000 ",1-Apr-18,Early Stage Venture,�,Yes,"Aqeed is an insurance technology company that aims to make insurance simple, transparent, and accessible.",Computer,Less than $1M,"$18,000,000 ",Early Stage Venture,1,,�,"392,848",https://www.aqeed.com/,Dubai,Dubai,
Non Equity Assistance - Melltoo,https://www.crunchbase.com/organization/melltoo,Melltoo,Non-equity Assistance,�,11-Jun-18,�,�,No,Melltoo is a mobile marketplace for buying and selling second hand things.,E-Commerce,$1M to $10M,"$1,205,000 ",M&A,6,Sheraa Sharjah,1,"316,251",http://www.melltoo.com/,Dubai,Dubai,
Series A - Arrow Labs,https://www.crunchbase.com/organization/arrow-labs-solutions,Arrow Labs,Series A,�,1-May-18,Early Stage Venture,�,Yes,Arrow Labs Solutions provides businesses with technological products and services that focus on mobility and security.,Information Technology,�,"$5,000,000 ",Early Stage Venture,3,Global Ventures,1,"316,392",http://www.arrowsecure.com/,Dubai,Dubai,
Pre Seed Round - Immensa,https://www.crunchbase.com/organization/immensa,Immensa,Pre-Seed,"$2,000,000 ",20-Aug-16,Seed,"$2,000,000 ",Yes,Immensa leverages additive manufacturing to provide spare parts on demand.,3D Printing,�,"$11,500,000 ",Early Stage Venture,3,,�,"318,069",https://www.immensalabs.com/,Dubai,Dubai,
Seed Round - paymennt.com,https://www.crunchbase.com/organization/pointcheckout,paymennt.com,Seed,�,1-Nov-18,Seed,�,Yes,"Paymennt is a mobile-first payments platform allowing businesses to accept payments online, in person, or through payment links.",Cryptocurrency,�,"$600,000 ",Seed,4,,1,"318,459",https://www.paymennt.com/,Abu Dhabi,Abu Dhabi,
Series A - Vezeeta,https://www.crunchbase.com/organization/vezeeta,Vezeeta,Series A,"$4,000,000 ",1-Oct-14,Early Stage Venture,�,Yes,Vezeeta is a digital healthcare booking platform and practice management software.,Health Care,$10M to $50M,"$71,498,880 ",Late Stage Venture,10,Silicon Badia,1,"320,264",https://www.vezeeta.com/,Dubai,Dubai,
Series B - Eyewa,https://www.crunchbase.com/organization/eyewa,Eyewa,Series B,"$2,500,000 ",11-Aug-20,Early Stage Venture,�,Yes,"Eyewa offers prescription contact lenses, color contact lenses, sunglasses, and eyeglasses.",E-Commerce,�,"$27,138,000 ",Early Stage Venture,8,EQ2 Ventures,4,"321,149",https://eyewa.com/,Dubai,Dubai,
Venture Round - Udrive,https://www.crunchbase.com/organization/udrive-car-sharing,Udrive,Venture - Series Unknown,"$5,000,000 ",27-Jul-21,�,�,Yes,Udrive is the first pay-per-minute car sharing provider in the Middle East which offers car rental through mobile access on the street.,Apps,�,"$17,300,000 ",�,5,,2,"323,488",http://www.udrive.ae/,Dubai,Dubai,
Venture Round - Lamsa,https://www.crunchbase.com/organization/lamsa,Lamsa,Venture - Series Unknown,�,3-Jul-18,�,�,Yes,Lamsa Kids World is a state of the art digital service tailored for children availing a world of creativity and imagination! Delivering,Apps,Less than $1M,"$1,000,000 ",�,3,,2,"323,532",https://website.lamsaworld.com/,Abu Dhabi,Abu Dhabi,
Seed Round - Pure Harvest Smart Farms,https://www.crunchbase.com/organization/pure-harvest-smart-farms,Pure Harvest Smart Farms,Seed,"$4,500,000 ",16-Dec-17,Seed,�,Yes,Pure Harvest Smart Farms is a tech-enabled agribusiness based in the UAE focused on year-round production of premium fruits & vegetables.,Agriculture,�,"$334,447,340 ",�,10,Shorooq Partners,1,"323,685",http://www.pureharvest.ae/,Abu Dhabi,Abu Dhabi,
Seed Round - Eat App,https://www.crunchbase.com/organization/eat,Eat App,Seed,"$1,400,000 ",10-Oct-16,Seed,�,Yes,Restaurant Management Software and Online Restaurant Reservations,Apps,�,"$7,200,000 ",Early Stage Venture,3,Middle East Venture Partners (MEVP),4,"323,714",http://restaurant.eatapp.co/,Dubai,Dubai,
Seed Round - ZON,https://www.crunchbase.com/organization/zon-0e6c,ZON,Seed,"$8,000,000 ",26-Mar-20,Seed,�,Yes,ZON is a decentralized mobile-only e-commerce network.,E-Commerce,�,"$8,000,000 ",Seed,1,ASA Ventures,1,"329,934",https://zon.ae/,Dubai,Dubai,
Series B - Vezeeta,https://www.crunchbase.com/organization/vezeeta,Vezeeta,Series B,"$5,000,000 ",1-Jan-17,Early Stage Venture,�,Yes,Vezeeta is a digital healthcare booking platform and practice management software.,Health Care,$10M to $50M,"$71,498,880 ",Late Stage Venture,10,BECO Capital,4,"330,722",https://www.vezeeta.com/,Dubai,Dubai,
Seed Round - StudentCart,https://www.crunchbase.com/organization/studentcart,StudentCart,Seed,"$15,000 ",1-Sep-15,Seed,�,Yes,A dedicated school marketplace that allows parents to purchase essential products and services online.,E-Commerce,$1M to $10M,"$15,000 ",Seed,1,,1,"331,722",http://studentcart.co/,Musaffah,Abu Dhabi,
Series A - Traveazy (Umrahme & Holidayme),https://www.crunchbase.com/organization/holidayme,Traveazy (Umrahme & Holidayme),Series A,"$7,000,000 ",11-Oct-16,Early Stage Venture,�,Yes,"Traveazy Investments PTE. LTD, established in 2014 providing travel solutions to customer based across the globe",Leisure,$1M to $10M,"$42,000,000 ",�,7,,3,"337,084",https://www.umrahme.com/,Dubai,Dubai,
Seed Round - invygo,https://www.crunchbase.com/organization/invygo,invygo,Seed,"$2,000,000 ",17-Aug-21,Seed,�,Yes,invygo app-based car subscription company that gives customers an access to dealership verified cars.,Car Sharing,�,"$4,275,000 ",Seed,4,,7,"337,180",https://invygo.com/,Dubai,Dubai,
Series A - PROPSPACE,https://www.crunchbase.com/organization/jrd-group,PROPSPACE,Series A,�,31-Aug-15,Early Stage Venture,�,Yes,PropSpace is the global leader in real estate software solutions .,Information Technology,�,�,Early Stage Venture,1,,1,"341,867",https://www.propspace.com/,Dubai,Dubai,
Seed Round - Urent,https://www.crunchbase.com/organization/urent-3461,Urent,Seed,"$1,000,000 ",12-Dec-20,Seed,�,Yes,Urent is an innovative online platform that is set to become the first Airbnb of Mobility.,Transportation,�,"$1,500,000 ",Seed,2,,�,"342,122",https://www.urent.com/,Dubai,Dubai,
Private Equity Round - Shuaa Capital psc,https://www.crunchbase.com/organization/shuaa-capital-psc,Shuaa Capital psc,Private Equity,"$93,000,000 ",8-Jun-16,Private Equity,�,Yes,"SHUAA Capital psc is a leading asset management and investment banking platform, with c. US$14 billion in assets under management.",Financial Services,$100M to $500M,"$93,000,000 ",Private Equity,1,,1,"342,174",http://www.shuaa.com/,Dubai,Dubai,
Series A - Bayzat,https://www.crunchbase.com/organization/bayzat,Bayzat,Series A,"AED3,670,000",28-Jun-15,Early Stage Venture,�,Yes,"Bayzat is a technology SaaS company that provides insurance, payroll, and human resources software solutions for businesses.",Employee Benefits,�,"$28,598,445 ",�,6,BECO Capital,3,"342,283",http://www.bayzat.com/,Dubai,Dubai,
Series A - ZIWO,https://www.crunchbase.com/organization/aswat,ZIWO,Series A,�,16-Oct-19,Early Stage Venture,�,Yes,"B2B SAAS cloud business telephony and contact center for the Emerging Markets. API based, cloud agnostic with tons of integrations.",Cloud Computing,�,�,Early Stage Venture,2,Wamda Capital,2,"342,346",https://www.ziwo.io/,Dubai,Dubai,
Venture Round - SafarPass,https://www.crunchbase.com/organization/safarpass,SafarPass,Venture - Series Unknown,�,17-Sep-19,�,�,Yes,SafarPass is a SaaS platform for business travel and expense automation.,SaaS,�,�,�,1,,1,"342,411",https://safarpass.com/,Dubai,Dubai,
